,start,end,text,labels
15225,2524,2552,decorative plywood,analysis
15187,9972,10131,view inimical terms two families appears present complaint came filed ulterior motive harass applicants,analysis
28260,25359,25405,given details incident also,analysis
11425,30797,30897,therefore natural infer words used exemption intended exhibitors,analysis
17523,22221,22313,father usha told post mortem performed malegaon satana,analysis
22818,20539,20650,circumstances court may consider expedient interest justice make complaint,analysis
16478,21242,21322,also stated heard p ws uttering packiriswami packiriswami,analysis
27981,15326,15549,cross examination accused ' side stated one erappa reddy got coconut garden village order avoid problems monkeys put fencing iron rods around trees,analysis
12857,9472,9600,fact burnt clothes even court emitted still smell kerosene oil aluminium bowl also smelt kerosene,analysis
28827,9115,9229,asked respondents abused assaulted sent house,analysis
5166,30963,31300,chief justice high court district judge district court makes administrative allotment work among judges court jurisdiction powers affected work allotted one judge goes another mistake jurisdiction entertain matter deal affected,analysis
12960,9539,9745,facts case free complications points issue simple find difficult hold examina tion appellant particular case ade quate,analysis
1411,14358,14516,offence section b punishable minimum sentence seven years may extend life imprisonment triable court session,analysis
16677,25072,25152,large factors relevant india indian conditions,analysis
27451,32628,32939,view law laid supreme court judgment case state w b vs kesoram industries ltd others referred parliament said power impose tax relation lotteries residuary entry list seventh schedule constitution,analysis
11369,22193,22380,words used statute ordinarily understood natural grammatical meaning except found inconsistent rest enactment,analysis
24865,14711,14760,view force contention,analysis
22632,21148,21167,rtc extract,analysis
3774,17079,17216,lower court receiving written statement framed issues subsequently one additional issue came framed,analysis
4304,21332,21364,seen cases,analysis
14206,20032,20230,found done view removing messrs bhadani brothers ltd managing agency securing assessee company purchasing selling agency mills,analysis
26421,24139,24271,ishtiaq khan gave two chhuri blows left side face sharik khan gave two danda blows aunt raees begum,analysis
5346,25054,25342,burden resting accused person case would light presumption raised evidence act held discharged merely reason fact explanation offered accused reasonable probable,analysis
21778,5906,6062,premises hold prosecution failed prove factum seizure possession accused want independent corroboration,analysis
28514,6292,6476,time shambhu singh pw recording statement section crpc made statement extra judicial confession exh made accused babu lal,analysis
15402,10389,10580,note commencement said chapter clause c talks seamless tubes rods sticks profile shape clause refers plates sheets films foils strips,analysis
21313,11969,12062,set aside assessment made status individual,analysis
25728,12095,12194,defendant produced original ' dated came marked ex,analysis
7527,19286,19555,attack revision petitions first stroke maintainability revision petitions view special bar contemplated section sub section c act reads thus previous sanction necessary prosecution,analysis
16173,27127,27158,appeals dismissed,analysis
20282,23380,23644,right retail vend sold appellant respect shops situated tahsils districts raichur gulbarga consequently provisions attracted sale appellant required comply provisions,analysis
5477,19666,19723,business therefore activity commercial nature,analysis
23004,12495,12707,material elicited crossexamination witness confirms spot panchanama incident foot path front house witness reflected spot panchanama undisputed document,analysis
